station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
606,2021-08-04,11:37:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36526.97011454655,5325632.242700887,13149.709241236755
606,2021-08-04,11:37:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,90.19004966554704,218189.63051904817,218189.63051904814
605,2021-08-04,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,51.10769481047665,15969.802163557415,15969.802163557415
605,2021-08-04,09:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,51.10769481047665,107188.57718757117,107188.57718757117
605,2021-08-04,09:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,51.10769481047665,1349772.7734143627,1349772.7734143627
605,2021-08-04,09:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,357.7538636733365,412868.65492488333,58981.23641784048
605,2021-08-04,09:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,19932.000976085896,2798452.93704246,7175.520351390922
605,2021-08-04,09:40:00.000000,Protozoa,Euglenozoa,Euglenophyceae,i,Euglena,Euglena sp.,102.2153896209533,227876.20883901278,113938.10441950639
706,2021-08-03,10:40:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,172.4884699853587,70163.66502751032,23387.888342503436
706,2021-08-03,10:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,114.99231332357246,29207.766025508226,14603.883012754113
706,2021-08-03,10:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,172.4884699853587,37418.72473982203,12472.908246607341
706,2021-08-03,10:40:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Ulnaria,Ulnaria sp.,57.49615666178623,45645.036948954425,45645.036948954425
706,2021-08-03,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,57.49615666178623,5868.647607722712,5868.647607722712
706,2021-08-03,10:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,287.48078330893117,24661.927363529525,4932.385472705904
706,2021-08-03,10:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,57.49615666178623,19782.526500393702,19782.526500393702
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus minutus,114.99231332357246,832.3400485191213,416.17002425956065
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,22308.508784773057,3108021.4438945823,8010.364546120058
706,2021-08-03,10:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Microcystis,cf. Microcystis sp.,114.99231332357246,9149.418506432086,4574.709253216043
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,161.3927204541368,437008.9472579377,218504.47362896884
609,2021-08-16,08:24:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,80.6963602270684,5565.1586090069895,5565.1586090069895
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,80.6963602270684,22269.613139143607,22269.613139143607
609,2021-08-16,08:24:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Surirella,Surirella sp.,80.6963602270684,71581.51036326667,71581.51036326667
609,2021-08-16,08:24:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,80.6963602270684,54085.3711717734,54085.3711717734
609,2021-08-16,08:24:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,80.6963602270684,6161.425602829168,6161.425602829168
609,2021-08-16,08:24:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,32682.0258919627,4765039.3750481615,11765.529321106573
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Actinocyclus,Actinocyclus sp.,28.39316378359814,433798.73530089855,433798.73530089855
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,28.39316378359814,376160.6230557879,376160.6230557879
610,2021-08-04,13:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,28.39316378359814,50371.7440052058,50371.7440052058
610,2021-08-04,13:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia reversa,56.78632756719628,25885.479558230752,12942.739779115376
610,2021-08-04,13:18:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,28.39316378359814,732.6861666812482,732.6861666812482
610,2021-08-04,13:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,11328.872349655658,1606887.2540751584,4027.28635106556
610,2021-08-04,13:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Oscillatoria,Oscillatoria sp.,28.39316378359814,956666.5616820535,956666.5616820535
602,2021-08-16,10:54:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,54.11402979932822,3296858.0036983984,3296858.003698398
602,2021-08-16,10:54:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,108.22805959865644,48381.80536931247,24190.90268465623
602,2021-08-16,10:54:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,21970.29609852726,3211178.4777607443,7909.306595469811
MON,2021-08-04,12:55:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,35.38225025340691,8987.004930925608,8987.00493092561
MON,2021-08-04,12:55:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,35.38225025340691,9562.239940418993,9562.239940418995
MON,2021-08-04,12:55:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,70.76450050681382,213903.05573014615,106951.52786507309
MON,2021-08-04,12:55:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,70.76450050681382,17938.8008784773,8969.400439238652
MON,2021-08-04,12:55:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Rhoicosphenia,Rhoicosphenia sp.,70.76450050681382,34843.97997273979,17421.9899863699
MON,2021-08-04,12:55:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,35.38225025340691,1997.343782963136,1997.3437829631364
MON,2021-08-04,12:55:00.000000,Chromista,Ochrophyta,Chrysophyceae,i,Ochromonas,Ochromonas sp.,35.38225025340691,760.2643060252725,760.2643060252727
MON,2021-08-04,12:55:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,70.76450050681382,10806.192595731156,5403.096297865579
MON,2021-08-04,12:55:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,70.76450050681382,23342.869950456123,11671.434975228063
MON,2021-08-04,12:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,13692.930848068474,1907699.1257528996,4929.455105304651
MON,2021-08-04,12:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Planktolyngbya,cf. Planktolyngbya sp.,35.38225025340691,666.9391414416036,666.9391414416039
609,2021-08-04,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,34.84615555259772,16785.174000334053,16785.174000334053
609,2021-08-04,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,69.69231110519544,12190.23059696526,6095.11529848263
609,2021-08-04,12:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,34.84615555259772,12428.941420535884,12428.941420535884
609,2021-08-04,12:00:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,174.23077776298862,14946.62264456335,2989.32452891267
609,2021-08-04,12:00:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,34.84615555259772,826.9722550840256,826.9722550840256
609,2021-08-04,12:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,cf. Cryptomonas sp.,34.84615555259772,8468.195892060423,8468.195892060423
609,2021-08-04,12:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,104.53846665779317,25341.887396984443,8447.295798994814
609,2021-08-04,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,13694.539132170905,1937503.3964195396,4930.0340875815255
610,2021-08-16,07:04:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,127.76923702619163,40664.08225080928,20332.04112540464
610,2021-08-16,07:04:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,191.65385553928743,26434.817987828046,8811.605995942682
610,2021-08-16,07:04:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,191.65385553928743,130723.26178623716,43574.42059541239
610,2021-08-16,07:04:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,63.884618513095816,42817.58551098727,42817.58551098727
610,2021-08-16,07:04:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,63.884618513095816,4877.795268906425,4877.795268906425
610,2021-08-16,07:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,25234.424312672847,3588335.137262079,9084.392752562224
610,2021-08-16,07:04:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Planktolyngbya,Planktolyngbya sp.,63.884618513095816,1003.4963933727834,1003.4963933727834
704,2021-08-03,11:29:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,70.76450050681382,37755.42479700919,18877.7123985046
704,2021-08-03,11:29:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,70.76450050681382,30588.49678307771,15294.248391538858
704,2021-08-03,11:29:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Entomoneis,Entomoneis paludosa,35.38225025340691,61815.25432451503,61815.254324515045
704,2021-08-03,11:29:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,cf. Navicula sp.,35.38225025340691,1008.7454514304255,1008.7454514304258
704,2021-08-03,11:29:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,cf. Nitzschia sp.,35.38225025340691,41282.59430566504,41282.59430566505
704,2021-08-03,11:29:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,70.76450050681382,12624.386890415586,6312.193445207794
704,2021-08-03,11:29:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,35.38225025340691,3253.4773406502395,3253.4773406502404
704,2021-08-03,11:29:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,283.05800202725527,396056.3254232667,49507.04067790835
704,2021-08-03,11:29:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,35.38225025340691,129955.98177950938,129955.98177950941
704,2021-08-03,11:29:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,13799.077598828695,1937390.4948755489,4967.667935578331
NZS42,2021-09-08,10:13:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,109.51648887959284,49136.000202219664,49136.00020221966
NZS42,2021-09-08,10:13:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,547.5824443979642,42707.37293566942,8541.474587133882
NZS42,2021-09-08,10:13:00.000000,Plantae,Chlorophyta,Trebouxiophyceae,i,Nannochloris,cf. Nannochloris sp.,109.51648887959284,3669.9296671918937,3669.9296671918933
NZS42,2021-09-08,10:13:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,109.51648887959284,6653.582486618903,6653.582486618902
NZS42,2021-09-08,10:13:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,219.03297775918568,33447.73898678692,16723.869493393457
NZS42,2021-09-08,10:13:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,42930.46364080039,6058347.028989751,15454.96691068814
MON,2021-10-06,09:09:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,117.94083417802305,90652.7764960869,90652.7764960869
MON,2021-10-06,09:09:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Diadesmis,cf. Diadesmis sp.,707.6450050681383,1796467.2713871037,299411.2118978506
MON,2021-10-06,09:09:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,117.94083417802305,16451.165488892893,16451.165488892893
MON,2021-10-06,09:09:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia reversa,117.94083417802305,121431.88286969252,121431.88286969252
MON,2021-10-06,09:09:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,117.94083417802305,34872.745849757855,34872.745849757855
MON,2021-10-06,09:09:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,117.94083417802305,2741.860914815482,2741.860914815482
MON,2021-10-06,09:09:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,117.94083417802305,46519.00511555186,46519.00511555186
MON,2021-10-06,09:09:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,117.94083417802305,3128.0063269853295,3128.0063269853295
MON,2021-10-06,09:09:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,117.94083417802305,10004.087121624056,10004.087121624056
MON,2021-10-06,09:09:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,45761.043661072945,6391902.578578669,16473.97571798626
605,2021-09-07,12:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,250.89231997870354,189168.19284525487,63056.064281751635
605,2021-09-07,12:18:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,83.63077332623452,29422.87916146941,29422.879161469413
605,2021-09-07,12:18:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,418.1538666311726,39341.07260578659,7868.21452115732
605,2021-09-07,12:18:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,cf. Chrysochromulina sp.,83.63077332623452,2397.8820000477212,2397.8820000477217
605,2021-09-07,12:18:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,250.89231997870354,133164.94935341712,44388.31645113905
605,2021-09-07,12:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,32950.5246905364,4673702.422105682,11862.188888593106
NZS42,2021-10-06,10:18:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,102.2153896209533,7369.677512929718,7369.677512929719
NZS42,2021-10-06,10:18:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,102.2153896209533,3200.6193875061003,3200.619387506101
NZS42,2021-10-06,10:18:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,102.2153896209533,5569.404983218948,5569.4049832189485
NZS42,2021-10-06,10:18:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,Chrysochromulina sp.,102.2153896209533,3091.3040896646376,3091.304089664638
NZS42,2021-10-06,10:18:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,42214.95591345372,6276519.645212298,15197.384128843338
606,2021-09-07,11:40:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis sp.,76.66154221571499,68002.43484510336,68002.43484510334
606,2021-09-07,11:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,536.6307955100049,597762.0090868964,85394.5727266995
606,2021-09-07,11:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,76.66154221571499,70822.60089925461,70822.6008992546
606,2021-09-07,11:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,153.32308443142998,68540.89093985934,34270.44546992966
606,2021-09-07,11:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,30127.986090775987,4262507.472122987,10846.074992679354
610,2021-09-22,11:44:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,153.32308443142995,91831.96195033014,45915.980975165076
610,2021-09-22,11:44:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,76.66154221571497,115723.20408374937,115723.2040837494
610,2021-09-22,11:44:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cylindrotheca,Cylindrotheca closterium,76.66154221571497,6646.156613307943,6646.156613307944
610,2021-09-22,11:44:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,76.66154221571497,5265.498027086383,5265.498027086384
610,2021-09-22,11:44:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,153.32308443142995,129460.6683104654,64730.33415523271
610,2021-09-22,11:44:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,306.6461688628599,315874.3328883901,78968.58322209754
610,2021-09-22,11:44:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,30511.293801854557,4371658.1759297205,10984.065768667642
MON,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Achnanthidium,Achnanthidium sp.,60.5222701703013,3107.727980636173,3107.727980636173
MON,2021-09-08,NA,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,60.5222701703013,52216.14259515801,52216.14259515801
MON,2021-09-08,NA,Chromista,Ochrophyta,Fragilariophyceae,i,Fragilaria,Fragilaria sp.,60.5222701703013,28892.900546627643,28892.900546627643
MON,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,60.5222701703013,574.3866050512445,574.3866050512445
MON,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Pleurosigma,Pleurosigma sp.,60.5222701703013,546674.9705970178,546674.9705970178
MON,2021-09-08,NA,Chromista,Ochrophyta,Coscinodiscophyceae,i,Thalassiosira,Thalassiosira sp.,121.0445403406026,11883509.921519803,5941754.960759901
MON,2021-09-08,NA,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas sp.,60.5222701703013,19261.93369775176,19261.93369775176
MON,2021-09-08,NA,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,60.5222701703013,20419.054825829986,20419.054825829986
MON,2021-09-08,NA,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,23845.77444709871,3382284.647576481,8584.478800955536
704,2021-09-22,08:59:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,45.09502483277352,4855.381323744726,4855.381323744725
704,2021-09-22,08:59:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlamydomonas,Chlamydomonas sp.,45.09502483277352,8561.59511145815,8561.595111458148
704,2021-09-22,08:59:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,135.28507449832057,6963.367726173043,2321.122575391014
704,2021-09-22,08:59:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,90.19004966554704,34764.13736145325,17382.068680726625
704,2021-09-22,08:59:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,45.09502483277352,20955.661007606173,20955.661007606173
704,2021-09-22,08:59:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,18488.960181437145,2728970.5227801222,6656.025665317369
610,2021-09-08,NA,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,76.66154221571499,5286.900678556641,5286.90067855664
610,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula sp.,76.66154221571499,19259.423900456335,19259.42390045633
610,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia reversa,76.66154221571499,9997.163404953637,9997.163404953635
610,2021-09-08,NA,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,76.66154221571499,1847.5431673987314,1847.543167398731
610,2021-09-08,NA,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,229.98462664714495,75430.81689704537,25143.605632348455
610,2021-09-08,NA,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,31354.57076622743,4616646.999619327,11287.645475841873
609,2021-09-22,11:03:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,109.51648887959284,599493.3328129849,599493.3328129849
609,2021-09-22,11:03:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cylindrotheca,Cylindrotheca closterium,109.51648887959284,23601.66174561737,23601.66174561737
609,2021-09-22,11:03:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,219.03297775918568,174224.7501113407,87112.37505567035
609,2021-09-22,11:03:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,44573.21097399429,6530866.871909643,16046.355950637944
706,2021-08-17,07:59:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714492,50368.49447256011,25184.247236280054
706,2021-08-17,07:59:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,229.98462664714492,32982.55527672035,16491.277638360174
706,2021-08-17,07:59:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,46456.894582723275,6756690.748111273,16724.482049780378
801,2021-08-18,08:38:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,63.884618513095816,8429.36970433138,8429.36970433138
801,2021-08-18,08:38:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,63.884618513095816,32113.189133240456,32113.189133240456
801,2021-08-18,08:38:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,cf. Nitzschia sp.,63.884618513095816,138949.55634293152,138949.55634293152
801,2021-08-18,08:38:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Ulnaria,Ulnaria sp.,63.884618513095816,22679.018490224906,22679.018490224906
801,2021-08-18,08:38:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis prolonga,255.53847405238326,210653.9628968147,52663.49072420367
801,2021-08-18,08:38:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,63.884618513095816,192330.11875382767,192330.11875382767
801,2021-08-18,08:38:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,25042.77045713356,3534035.766910688,9015.397364568082
801,2021-08-18,08:38:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,cf. Microcystis sp.,191.65385553928743,33293.60194076486,11097.867313588285
801,2021-08-18,08:38:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena cf. mucicola,63.884618513095816,846.7000819082859,846.7000819082859
610,2021-10-06,08:38:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,242.0890806812052,201774.01274873893,100887.00637436946
610,2021-10-06,08:38:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cylindrotheca,Cylindrotheca closterium,121.0445403406026,18478.699481164334,18478.699481164334
610,2021-10-06,08:38:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma sp.,121.0445403406026,214760.1285412653,214760.1285412653
610,2021-10-06,08:38:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,242.0890806812052,189788.15569083762,94894.07784541881
610,2021-10-06,08:38:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Skeletonema,Skeletonema sp.,121.0445403406026,33092.818157130845,33092.818157130845
610,2021-10-06,08:38:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,48901.99429760344,7112306.050643444,17604.71794713724
609,2021-09-08,09:42:00.000000,Chromista,Haptophyta,Prymnesiophyceae,i,Chrysochromulina,cf. Chrysochromulina sp.,143.74039165446558,3812.2577110133698,3812.2577110133698
609,2021-09-08,09:42:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,59652.26253660322,8912048.022968521,21474.814513177156
605,2021-09-22,10:28:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,170.35898270158884,293957.5434986673,146978.77174933365
605,2021-09-22,10:28:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,85.17949135079442,630.4562599524863,630.4562599524863
605,2021-09-22,10:28:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,255.53847405238326,217230.27616114388,72410.09205371462
605,2021-09-22,10:28:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,33901.43755761618,4857397.973255246,12204.517520741823
609,2021-10-06,09:35:00.000000,Chromista,Bacillariophyta,Mediophyceae,i,Acanthoceras,Acanthoceras sp.,95.82692776964373,18363.98399872194,18363.983998721935
609,2021-10-06,09:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,95.82692776964373,260160.83027861512,260160.83027861506
